id,visitors
air_0164b9927d20bcc3_2017-05-29,5.160022305
air_0164b9927d20bcc3_2017-05-30,6.451262709
air_0164b9927d20bcc3_2017-05-31,7.103935459
air_0241aa3964b7f861_2017-04-23,8.657242891
air_0241aa3964b7f861_2017-04-24,6.892856649
air_0241aa3964b7f861_2017-04-25,7.081407544
air_0241aa3964b7f861_2017-04-26,8.799650588
air_0241aa3964b7f861_2017-04-27,3.157144969
air_0241aa3964b7f861_2017-04-28,5.752565486
air_0241aa3964b7f861_2017-04-29,13.32598934
air_0241aa3964b7f861_2017-04-30,8.734891182
air_0241aa3964b7f861_2017-05-01,7.220444995
air_0241aa3964b7f861_2017-05-02,7.430463248
air_0241aa3964b7f861_2017-05-03,9.801044559
air_0241aa3964b7f861_2017-05-04,3.889184258
air_0241aa3964b7f861_2017-05-05,6.318485125
air_0241aa3964b7f861_2017-05-06,12.13870916
air_0241aa3964b7f861_2017-05-07,8.588225703
air_0241aa3964b7f861_2017-05-08,7.097647174
air_0241aa3964b7f861_2017-05-09,7.004457465
air_0241aa3964b7f861_2017-05-10,8.73249735
air_0241aa3964b7f861_2017-05-11,3.371229418
air_0241aa3964b7f861_2017-05-12,5.8036521
air_0241aa3964b7f861_2017-05-13,12.63531434
air_0241aa3964b7f861_2017-05-14,8.940155723
air_0241aa3964b7f861_2017-05-15,7.520055837
air_0241aa3964b7f861_2017-05-16,7.14304224
air_0241aa3964b7f861_2017-05-17,8.774801251
air_0241aa3964b7f861_2017-05-18,3.244560624
air_0241aa3964b7f861_2017-05-19,5.869734971
air_0241aa3964b7f861_2017-05-20,12.52573731
air_0241aa3964b7f861_2017-05-21,9.271879518
air_0241aa3964b7f861_2017-05-22,7.208933242
air_0241aa3964b7f861_2017-05-23,7.039050554
air_0241aa3964b7f861_2017-05-24,8.483126715
air_0241aa3964b7f861_2017-05-25,3.017067121
air_0241aa3964b7f861_2017-05-26,6.119146384
air_0241aa3964b7f861_2017-05-27,13.43875404
air_0241aa3964b7f861_2017-05-28,9.425254796
air_0241aa3964b7f861_2017-05-29,7.258029751
air_0241aa3964b7f861_2017-05-30,7.360817943
air_0241aa3964b7f861_2017-05-31,8.528742719
air_0328696196e46f18_2017-04-23,6.536608663
air_0328696196e46f18_2017-04-24,4.562363223
air_0328696196e46f18_2017-04-25,5.550344864
air_0328696196e46f18_2017-04-26,5.383399499
air_0328696196e46f18_2017-04-27,6.494909067
air_0328696196e46f18_2017-04-28,5.681889629
air_0328696196e46f18_2017-04-29,7.835774306
air_0328696196e46f18_2017-04-30,6.484193539
air_0328696196e46f18_2017-05-01,4.091310524
air_0328696196e46f18_2017-05-02,5.615538581
air_0328696196e46f18_2017-05-03,8.081117224
air_0328696196e46f18_2017-05-04,9.047050093
air_0328696196e46f18_2017-05-05,6.734713633
air_0328696196e46f18_2017-05-06,5.625850643
air_0328696196e46f18_2017-05-07,6.349393623
air_0328696196e46f18_2017-05-08,4.042708024
air_0328696196e46f18_2017-05-09,5.862206863
air_0328696196e46f18_2017-05-10,4.843368754
air_0328696196e46f18_2017-05-11,5.779650965
air_0328696196e46f18_2017-05-12,5.573031704
air_0328696196e46f18_2017-05-13,5.880022965
air_0328696196e46f18_2017-05-14,6.552893202
air_0328696196e46f18_2017-05-15,3.978684606
air_0328696196e46f18_2017-05-16,5.712878164
air_0328696196e46f18_2017-05-17,5.317272136
air_0328696196e46f18_2017-05-18,6.333510647
air_0328696196e46f18_2017-05-19,5.503098694
air_0328696196e46f18_2017-05-20,5.892028027
air_0328696196e46f18_2017-05-21,6.662494528
air_0328696196e46f18_2017-05-22,4.565880315
air_0328696196e46f18_2017-05-23,5.532715228
air_0328696196e46f18_2017-05-24,5.306570834
air_0328696196e46f18_2017-05-25,6.0091319
air_0328696196e46f18_2017-05-26,5.642754886
air_0328696196e46f18_2017-05-27,6.066800953
air_0328696196e46f18_2017-05-28,6.476466832
air_0328696196e46f18_2017-05-29,4.725292039
air_0328696196e46f18_2017-05-30,5.628442008
air_0328696196e46f18_2017-05-31,5.368258831
air_034a3d5b40d5b1b1_2017-04-23,11.95528533
air_034a3d5b40d5b1b1_2017-04-24,8.94812806
air_034a3d5b40d5b1b1_2017-04-25,7.66681927
air_034a3d5b40d5b1b1_2017-04-26,9.839103646
air_034a3d5b40d5b1b1_2017-04-27,8.844904431
air_034a3d5b40d5b1b1_2017-04-28,17.67691547
air_034a3d5b40d5b1b1_2017-04-29,21.06321098
air_034a3d5b40d5b1b1_2017-04-30,11.88250655
air_034a3d5b40d5b1b1_2017-05-01,8.681910558
air_034a3d5b40d5b1b1_2017-05-02,8.563072847
air_034a3d5b40d5b1b1_2017-05-03,12.70398
air_034a3d5b40d5b1b1_2017-05-04,10.96425578
air_034a3d5b40d5b1b1_2017-05-05,19.6536902
air_034a3d5b40d5b1b1_2017-05-06,14.40570951
air_034a3d5b40d5b1b1_2017-05-07,10.85575388
air_034a3d5b40d5b1b1_2017-05-08,8.889627618
air_034a3d5b40d5b1b1_2017-05-09,8.579837978
air_034a3d5b40d5b1b1_2017-05-10,9.74570401
air_034a3d5b40d5b1b1_2017-05-11,7.309131524
air_034a3d5b40d5b1b1_2017-05-12,15.57609477
air_034a3d5b40d5b1b1_2017-05-13,15.040511
air_034a3d5b40d5b1b1_2017-05-14,11.66917347
air_034a3d5b40d5b1b1_2017-05-15,9.508797939
air_034a3d5b40d5b1b1_2017-05-16,8.980741874
air_034a3d5b40d5b1b1_2017-05-17,9.843662986
air_034a3d5b40d5b1b1_2017-05-18,8.509222123
air_034a3d5b40d5b1b1_2017-05-19,17.0858382
air_034a3d5b40d5b1b1_2017-05-20,15.21272664
air_034a3d5b40d5b1b1_2017-05-21,12.76270183
air_034a3d5b40d5b1b1_2017-05-22,10.12092205
air_034a3d5b40d5b1b1_2017-05-23,7.814014179
air_034a3d5b40d5b1b1_2017-05-24,9.398067996
air_034a3d5b40d5b1b1_2017-05-25,8.257861078
air_034a3d5b40d5b1b1_2017-05-26,18.31761487
air_034a3d5b40d5b1b1_2017-05-27,17.21461397
air_034a3d5b40d5b1b1_2017-05-28,12.21329316
air_034a3d5b40d5b1b1_2017-05-29,9.512071816
air_034a3d5b40d5b1b1_2017-05-30,8.623089981
air_034a3d5b40d5b1b1_2017-05-31,9.475648454
air_036d4f1ee7285390_2017-04-23,20.2371747
air_036d4f1ee7285390_2017-04-24,17.24314014
air_036d4f1ee7285390_2017-04-25,19.75510875
air_036d4f1ee7285390_2017-04-26,22.93142731
air_036d4f1ee7285390_2017-04-27,15.37763187
air_036d4f1ee7285390_2017-04-28,21.49016575
air_036d4f1ee7285390_2017-04-29,25.5996288
air_036d4f1ee7285390_2017-04-30,21.68971999
air_036d4f1ee7285390_2017-05-01,16.24446091
air_036d4f1ee7285390_2017-05-02,18.62899282
air_036d4f1ee7285390_2017-05-03,29.84450753
air_036d4f1ee7285390_2017-05-04,21.34382864
air_036d4f1ee7285390_2017-05-05,21.96461225
air_036d4f1ee7285390_2017-05-06,21.87372992
air_036d4f1ee7285390_2017-05-07,19.56327792
air_036d4f1ee7285390_2017-05-08,16.22685411
air_036d4f1ee7285390_2017-05-09,19.1065052
air_036d4f1ee7285390_2017-05-10,22.88273874
air_036d4f1ee7285390_2017-05-11,14.44918741
air_036d4f1ee7285390_2017-05-12,19.89059329
air_036d4f1ee7285390_2017-05-13,23.11314556
air_036d4f1ee7285390_2017-05-14,19.87540286
air_036d4f1ee7285390_2017-05-15,17.89707387
air_036d4f1ee7285390_2017-05-16,20.82941179
air_036d4f1ee7285390_2017-05-17,22.53253613
air_036d4f1ee7285390_2017-05-18,16.34388111
air_036d4f1ee7285390_2017-05-19,21.14983615
air_036d4f1ee7285390_2017-05-20,23.79218839
air_036d4f1ee7285390_2017-05-21,22.14652801
air_036d4f1ee7285390_2017-05-22,18.07935378
air_036d4f1ee7285390_2017-05-23,19.80551869
air_036d4f1ee7285390_2017-05-24,22.21491435
air_036d4f1ee7285390_2017-05-25,15.27687997
air_036d4f1ee7285390_2017-05-26,21.31948237
air_036d4f1ee7285390_2017-05-27,26.24954179
air_036d4f1ee7285390_2017-05-28,22.25018715
air_036d4f1ee7285390_2017-05-29,19.22271025
air_036d4f1ee7285390_2017-05-30,20.42282383
air_036d4f1ee7285390_2017-05-31,21.36734562
air_0382c794b73b51ad_2017-04-23,26.171546
air_0382c794b73b51ad_2017-04-24,19.55142791
air_0382c794b73b51ad_2017-04-25,20.08994872
air_0382c794b73b51ad_2017-04-26,17.41758061
air_0382c794b73b51ad_2017-04-27,20.66241625
air_0382c794b73b51ad_2017-04-28,20.08949571
air_0382c794b73b51ad_2017-04-29,30.24949248
air_0382c794b73b51ad_2017-04-30,26.8005627
air_0382c794b73b51ad_2017-05-01,18.2369829
air_0382c794b73b51ad_2017-05-02,19.54292844
air_0382c794b73b51ad_2017-05-03,21.73715928
air_0382c794b73b51ad_2017-05-04,25.42410087
air_0382c794b73b51ad_2017-05-05,20.73027596
air_0382c794b73b51ad_2017-05-06,24.95759632
air_0382c794b73b51ad_2017-05-07,26.42819448
air_0382c794b73b51ad_2017-05-08,18.65658493
air_0382c794b73b51ad_2017-05-09,19.3951211
air_0382c794b73b51ad_2017-05-10,18.66579896
air_0382c794b73b51ad_2017-05-11,20.59617315
air_0382c794b73b51ad_2017-05-12,19.56513531
air_0382c794b73b51ad_2017-05-13,25.10233464
air_0382c794b73b51ad_2017-05-14,27.09405425
air_0382c794b73b51ad_2017-05-15,18.19608066
air_0382c794b73b51ad_2017-05-16,20.00805149
air_0382c794b73b51ad_2017-05-17,16.47129397
air_0382c794b73b51ad_2017-05-18,21.70564253
air_0382c794b73b51ad_2017-05-19,19.26587664
air_0382c794b73b51ad_2017-05-20,26.14708755
air_0382c794b73b51ad_2017-05-21,29.82450621
air_0382c794b73b51ad_2017-05-22,17.43227625
air_0382c794b73b51ad_2017-05-23,19.64901628
air_0382c794b73b51ad_2017-05-24,17.17231488
air_0382c794b73b51ad_2017-05-25,21.93869669
air_0382c794b73b51ad_2017-05-26,19.43675925
air_0382c794b73b51ad_2017-05-27,28.02406535
air_0382c794b73b51ad_2017-05-28,29.30660306
air_0382c794b73b51ad_2017-05-29,19.3322938
air_0382c794b73b51ad_2017-05-30,19.97138649
air_0382c794b73b51ad_2017-05-31,16.9504201
air_03963426c9312048_2017-04-23,15.03965656
air_03963426c9312048_2017-04-24,17.88810429
air_03963426c9312048_2017-04-25,20.0842144
air_03963426c9312048_2017-04-26,32.80050137
air_03963426c9312048_2017-04-27,21.88720291
air_03963426c9312048_2017-04-28,63.7642937
air_03963426c9312048_2017-04-29,43.42344938
air_03963426c9312048_2017-04-30,14.76017646
air_03963426c9312048_2017-05-01,35.96821266
air_03963426c9312048_2017-05-02,29.90961349
air_03963426c9312048_2017-05-03,26.72089191
air_03963426c9312048_2017-05-04,20.49215919
air_03963426c9312048_2017-05-05,38.60865865
air_03963426c9312048_2017-05-06,43.68539999
air_03963426c9312048_2017-05-07,13.46594207
air_03963426c9312048_2017-05-08,23.81690384
air_03963426c9312048_2017-05-09,19.31275588
air_03963426c9312048_2017-05-10,27.08871196
air_03963426c9312048_2017-05-11,23.92091782
air_03963426c9312048_2017-05-12,50.33637372
air_03963426c9312048_2017-05-13,55.16105518
air_03963426c9312048_2017-05-14,14.43997418
air_03963426c9312048_2017-05-15,19.73777795
air_03963426c9312048_2017-05-16,20.73040338
air_03963426c9312048_2017-05-17,26.4235088
air_03963426c9312048_2017-05-18,25.29093523
air_03963426c9312048_2017-05-19,59.91945342
air_03963426c9312048_2017-05-20,51.45799025
air_03963426c9312048_2017-05-21,15.31563929
air_03963426c9312048_2017-05-22,21.12064214
air_03963426c9312048_2017-05-23,20.53200472
air_03963426c9312048_2017-05-24,25.55922322
air_03963426c9312048_2017-05-25,25.68549581
air_03963426c9312048_2017-05-26,59.27360908
air_03963426c9312048_2017-05-27,53.26458488
air_03963426c9312048_2017-05-28,15.54835251
air_03963426c9312048_2017-05-29,22.29363684
air_03963426c9312048_2017-05-30,21.00670048
air_03963426c9312048_2017-05-31,23.6647747
air_04341b588bde96cd_2017-04-23,38.85136596
air_04341b588bde96cd_2017-04-24,31.60830355
air_04341b588bde96cd_2017-04-25,20.85403046
air_04341b588bde96cd_2017-04-26,28.42024098
air_04341b588bde96cd_2017-04-27,29.99170883
air_04341b588bde96cd_2017-04-28,43.34856459
air_04341b588bde96cd_2017-04-29,48.4453057
air_04341b588bde96cd_2017-04-30,37.4906942
air_04341b588bde96cd_2017-05-01,29.89671792
air_04341b588bde96cd_2017-05-02,20.60070734
air_04341b588bde96cd_2017-05-03,31.08262427
air_04341b588bde96cd_2017-05-04,34.58686352
air_04341b588bde96cd_2017-05-05,40.89752603
air_04341b588bde96cd_2017-05-06,43.50039641
air_04341b588bde96cd_2017-05-07,38.18965092
air_04341b588bde96cd_2017-05-08,29.5593743
air_04341b588bde96cd_2017-05-09,20.33655354
air_04341b588bde96cd_2017-05-10,27.24501343
air_04341b588bde96cd_2017-05-11,28.32381531
air_04341b588bde96cd_2017-05-12,39.42701957
air_04341b588bde96cd_2017-05-13,45.03177247
air_04341b588bde96cd_2017-05-14,38.49630941
air_04341b588bde96cd_2017-05-15,31.56784502
air_04341b588bde96cd_2017-05-16,21.50035318
air_04341b588bde96cd_2017-05-17,27.73249023
air_04341b588bde96cd_2017-05-18,29.53557577
air_04341b588bde96cd_2017-05-19,42.11009059
air_04341b588bde96cd_2017-05-20,44.48775082
air_04341b588bde96cd_2017-05-21,39.1528637
air_04341b588bde96cd_2017-05-22,29.89421705
air_04341b588bde96cd_2017-05-23,21.64752845
air_04341b588bde96cd_2017-05-24,26.89267813
air_04341b588bde96cd_2017-05-25,29.56835449
air_04341b588bde96cd_2017-05-26,41.8561486
air_04341b588bde96cd_2017-05-27,44.11604766
air_04341b588bde96cd_2017-05-28,38.95011817
air_04341b588bde96cd_2017-05-29,33.84143893
air_04341b588bde96cd_2017-05-30,21.63516538
air_04341b588bde96cd_2017-05-31,25.70844624
air_049f6d5b402a31b2_2017-04-23,3.183966509
air_049f6d5b402a31b2_2017-04-24,6.564723082
air_049f6d5b402a31b2_2017-04-25,7.926399322
air_049f6d5b402a31b2_2017-04-26,7.744194076
air_049f6d5b402a31b2_2017-04-27,8.206179962
air_049f6d5b402a31b2_2017-04-28,14.32885009
air_049f6d5b402a31b2_2017-04-29,17.17129194
air_049f6d5b402a31b2_2017-04-30,3.122755766
air_049f6d5b402a31b2_2017-05-01,6.674392026
air_049f6d5b402a31b2_2017-05-02,7.574314637
air_049f6d5b402a31b2_2017-05-03,11.09666305
air_049f6d5b402a31b2_2017-05-04,10.5036506
air_049f6d5b402a31b2_2017-05-05,13.64370932
air_049f6d5b402a31b2_2017-05-06,13.5455838
air_049f6d5b402a31b2_2017-05-07,3.049854845
air_049f6d5b402a31b2_2017-05-08,6.879392634
air_049f6d5b402a31b2_2017-05-09,7.358566079
air_049f6d5b402a31b2_2017-05-10,7.349870674
air_049f6d5b402a31b2_2017-05-11,7.321541361
air_049f6d5b402a31b2_2017-05-12,13.07403954
air_049f6d5b402a31b2_2017-05-13,14.3658196
air_049f6d5b402a31b2_2017-05-14,3.28877582
air_049f6d5b402a31b2_2017-05-15,7.074269976
air_049f6d5b402a31b2_2017-05-16,7.919327085
air_049f6d5b402a31b2_2017-05-17,7.789301492
air_049f6d5b402a31b2_2017-05-18,7.999163541
air_049f6d5b402a31b2_2017-05-19,13.93218204
air_049f6d5b402a31b2_2017-05-20,14.49305301
air_049f6d5b402a31b2_2017-05-21,3.221071844
air_049f6d5b402a31b2_2017-05-22,6.897978433
air_049f6d5b402a31b2_2017-05-23,7.874732698
air_049f6d5b402a31b2_2017-05-24,7.413102783
air_049f6d5b402a31b2_2017-05-25,7.928112431
air_049f6d5b402a31b2_2017-05-26,14.26490573
air_049f6d5b402a31b2_2017-05-27,15.8136115
air_049f6d5b402a31b2_2017-05-28,3.002736554
air_049f6d5b402a31b2_2017-05-29,7.10914707
air_049f6d5b402a31b2_2017-05-30,8.080024953
air_049f6d5b402a31b2_2017-05-31,7.372981441
air_04cae7c1bc9b2a0b_2017-04-23,19.3567443
air_04cae7c1bc9b2a0b_2017-04-24,7.163683285
air_04cae7c1bc9b2a0b_2017-04-25,19.435876
air_04cae7c1bc9b2a0b_2017-04-26,12.75036088
air_04cae7c1bc9b2a0b_2017-04-27,11.75611743
air_04cae7c1bc9b2a0b_2017-04-28,22.16278152
air_04cae7c1bc9b2a0b_2017-04-29,14.28905765
air_04cae7c1bc9b2a0b_2017-04-30,17.16973527
air_04cae7c1bc9b2a0b_2017-05-01,7.251171133
air_04cae7c1bc9b2a0b_2017-05-02,9.7426243
air_04cae7c1bc9b2a0b_2017-05-03,13.92998049
air_04cae7c1bc9b2a0b_2017-05-04,14.90280719
air_04cae7c1bc9b2a0b_2017-05-05,18.67680913
air_04cae7c1bc9b2a0b_2017-05-06,16.89743601
air_04cae7c1bc9b2a0b_2017-05-07,16.3780554
air_04cae7c1bc9b2a0b_2017-05-08,7.551522703
air_04cae7c1bc9b2a0b_2017-05-09,10.3304858
air_04cae7c1bc9b2a0b_2017-05-10,16.38730163
air_04cae7c1bc9b2a0b_2017-05-11,10.89056622
air_04cae7c1bc9b2a0b_2017-05-12,22.02045599
air_04cae7c1bc9b2a0b_2017-05-13,19.00707511
air_04cae7c1bc9b2a0b_2017-05-14,17.90884897
air_04cae7c1bc9b2a0b_2017-05-15,8.124713497
air_04cae7c1bc9b2a0b_2017-05-16,11.45343563
air_04cae7c1bc9b2a0b_2017-05-17,14.94559484
air_04cae7c1bc9b2a0b_2017-05-18,12.44288093
air_04cae7c1bc9b2a0b_2017-05-19,22.31325369
air_04cae7c1bc9b2a0b_2017-05-20,17.23644795
air_04cae7c1bc9b2a0b_2017-05-21,18.0547127
air_04cae7c1bc9b2a0b_2017-05-22,8.131134865
air_04cae7c1bc9b2a0b_2017-05-23,10.62321325
air_04cae7c1bc9b2a0b_2017-05-24,14.73636583
air_04cae7c1bc9b2a0b_2017-05-25,11.79320262
air_04cae7c1bc9b2a0b_2017-05-26,23.67487526
air_04cae7c1bc9b2a0b_2017-05-27,20.73170919
air_04cae7c1bc9b2a0b_2017-05-28,19.66567283
air_04cae7c1bc9b2a0b_2017-05-29,8.314716591
air_04cae7c1bc9b2a0b_2017-05-30,10.89927042
air_04cae7c1bc9b2a0b_2017-05-31,14.77153784
air_0585011fa179bcce_2017-04-23,3.72438812
air_0585011fa179bcce_2017-04-24,2.618413698
air_0585011fa179bcce_2017-04-25,2.936672181
air_0585011fa179bcce_2017-04-26,4.23164178
air_0585011fa179bcce_2017-04-27,4.222963419
air_0585011fa179bcce_2017-04-28,3.875742798
air_0585011fa179bcce_2017-04-29,6.693166498
air_0585011fa179bcce_2017-04-30,3.61696091
air_0585011fa179bcce_2017-05-01,2.608800131
air_0585011fa179bcce_2017-05-02,2.714612857
air_0585011fa179bcce_2017-05-03,5.302327332
air_0585011fa179bcce_2017-05-04,5.210522343
air_0585011fa179bcce_2017-05-05,4.675146036
air_0585011fa179bcce_2017-05-06,5.516005942
air_0585011fa179bcce_2017-05-07,3.589089812
air_0585011fa179bcce_2017-05-08,2.63271595
air_0585011fa179bcce_2017-05-09,2.582260005
air_0585011fa179bcce_2017-05-10,3.957262984
air_0585011fa179bcce_2017-05-11,4.003861716
air_0585011fa179bcce_2017-05-12,3.79781804
air_0585011fa179bcce_2017-05-13,5.60890643
air_0585011fa179bcce_2017-05-14,3.819300744
air_0585011fa179bcce_2017-05-15,2.64809208
air_0585011fa179bcce_2017-05-16,2.962542251
air_0585011fa179bcce_2017-05-17,4.250745866
air_0585011fa179bcce_2017-05-18,4.230580603
air_0585011fa179bcce_2017-05-19,3.913262201
air_0585011fa179bcce_2017-05-20,5.614798278
air_0585011fa179bcce_2017-05-21,3.666835226
air_0585011fa179bcce_2017-05-22,2.651407981
air_0585011fa179bcce_2017-05-23,2.945563275
air_0585011fa179bcce_2017-05-24,4.127349611
air_0585011fa179bcce_2017-05-25,4.397196403
air_0585011fa179bcce_2017-05-26,3.889093403
air_0585011fa179bcce_2017-05-27,5.908532625
air_0585011fa179bcce_2017-05-28,3.833687662
air_0585011fa179bcce_2017-05-29,2.668166685
air_0585011fa179bcce_2017-05-30,2.838360186
air_0585011fa179bcce_2017-05-31,4.171697533
air_05c325d315cc17f5_2017-04-23,24.40881037
air_05c325d315cc17f5_2017-04-24,16.76217011
air_05c325d315cc17f5_2017-04-25,15.1063163
air_05c325d315cc17f5_2017-04-26,20.087049
air_05c325d315cc17f5_2017-04-27,16.7433926
air_05c325d315cc17f5_2017-04-28,21.13828308
air_05c325d315cc17f5_2017-04-29,30.06467804
air_05c325d315cc17f5_2017-04-30,24.63011318
air_05c325d315cc17f5_2017-05-01,16.283389
air_05c325d315cc17f5_2017-05-02,14.42382365
air_05c325d315cc17f5_2017-05-03,21.26972971
air_05c325d315cc17f5_2017-05-04,17.41536623
air_05c325d315cc17f5_2017-05-05,20.15331196
air_05c325d315cc17f5_2017-05-06,25.39874782
air_05c325d315cc17f5_2017-05-07,24.32583719
air_05c325d315cc17f5_2017-05-08,16.27379405
air_05c325d315cc17f5_2017-05-09,14.60785245
air_05c325d315cc17f5_2017-05-10,19.90305283
air_05c325d315cc17f5_2017-05-11,14.64090204
air_05c325d315cc17f5_2017-05-12,19.70442866
air_05c325d315cc17f5_2017-05-13,26.60064919
air_05c325d315cc17f5_2017-05-14,25.62120328
air_05c325d315cc17f5_2017-05-15,17.58699946
air_05c325d315cc17f5_2017-05-16,15.51120603
air_05c325d315cc17f5_2017-05-17,19.81620283
air_05c325d315cc17f5_2017-05-18,16.201626
air_05c325d315cc17f5_2017-05-19,21.00080233
air_05c325d315cc17f5_2017-05-20,26.79771875
air_05c325d315cc17f5_2017-05-21,27.24350374
air_05c325d315cc17f5_2017-05-22,17.81070245
air_05c325d315cc17f5_2017-05-23,15.18609052
air_05c325d315cc17f5_2017-05-24,18.76516178
air_05c325d315cc17f5_2017-05-25,15.62452767
air_05c325d315cc17f5_2017-05-26,21.60422343
air_05c325d315cc17f5_2017-05-27,29.28938906
air_05c325d315cc17f5_2017-05-28,27.12649859
air_05c325d315cc17f5_2017-05-29,18.87851375
air_05c325d315cc17f5_2017-05-30,15.681409
air_05c325d315cc17f5_2017-05-31,18.91100332
air_0647f17b4dc041c8_2017-04-23,55.9790331
air_0647f17b4dc041c8_2017-04-24,33.07060895
air_0647f17b4dc041c8_2017-04-25,2.572895648
air_0647f17b4dc041c8_2017-04-26,30.74206274
air_0647f17b4dc041c8_2017-04-27,35.63157262
air_0647f17b4dc041c8_2017-04-28,35.95267736
air_0647f17b4dc041c8_2017-04-29,61.85958431
air_0647f17b4dc041c8_2017-04-30,54.53906744
air_0647f17b4dc041c8_2017-05-01,31.04284614
air_0647f17b4dc041c8_2017-05-02,2.802991787
air_0647f17b4dc041c8_2017-05-03,37.65940911
air_0647f17b4dc041c8_2017-05-04,45.50345108
air_0647f17b4dc041c8_2017-05-05,39.55529648
air_0647f17b4dc041c8_2017-05-06,50.59680841
air_0647f17b4dc041c8_2017-05-07,54.29071653
air_0647f17b4dc041c8_2017-05-08,30.69325549
air_0647f17b4dc041c8_2017-05-09,3.160561611
air_0647f17b4dc041c8_2017-05-10,30.58534792
air_0647f17b4dc041c8_2017-05-11,35.63272947
air_0647f17b4dc041c8_2017-05-12,35.6704908
air_0647f17b4dc041c8_2017-05-13,54.54643678
air_0647f17b4dc041c8_2017-05-14,55.75088584
air_0647f17b4dc041c8_2017-05-15,33.77754444
air_0647f17b4dc041c8_2017-05-16,3.076783027
air_0647f17b4dc041c8_2017-05-17,29.71973147
